latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.midpoint.critical_reading,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.midpoint.math,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.25th_percentile.writing,latest.admissions.sat_scores.midpoint.writing,latest.admissions.sat_scores.75th_percentile.writing,school.name
680,625,750,690,635,780,590,645,700,University of North Carolina at Chapel Hill
